"cell","comparison","covariate","type","n_grp1","n_grp2","mean_grp1","mean_grp2","sd_grp1","sd_grp2","SMD","null_median_abs_SMD","null_q95_abs_SMD","p_perm","p_wilcoxon","p_floor","p_perm_BH","imbalanced","SMD_vs_null","p_uninformative"
"Mono_CD14","C19_mild vs C19_ctrl","mean_TSS","continuous",8,6,10.42,11.48,0.7425,1.587,-0.8542,0.4088,1.115,0.142,0.1752,0.000666,0.9766,"not distinguishable from chance",2.089,FALSE
"Mono_CD14","C19_mild vs C19_ctrl","mean_FRIP","continuous",8,6,0.4329,0.4121,0.07188,0.1001,0.2385,0.357,1.141,0.6591,0.8465,0.000666,0.9766,"not distinguishable from chance",0.6681,FALSE
"Mono_CD14","C19_mild vs C19_ctrl","mean_log10_nFrags","continuous",8,6,3.968,3.814,0.1114,0.2028,0.9412,0.3752,1.168,0.1052,0.1066,0.000666,0.9766,"not distinguishable from chance",2.508,FALSE
"Mono_CD14","C19_mild vs C19_ctrl","n_cells","continuous",8,6,1192,4211,959.1,2578,-1.552,0.3711,1.265,0.0192,0.04539,0.000666,0.9766,"not distinguishable from chance",4.182,FALSE
"Mono_CD14","C19_mild vs C19_ctrl","Sex_predicted","categorical",8,6,NA,NA,NA,NA,NA,NA,NA,0.627,0.627,NA,NA,"not distinguishable from chance",NA,FALSE
"Mono_CD14","C19_mild vs C19_ctrl","Donor_ID","categorical",8,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"Mono_CD14","C19_mod vs C19_ctrl","mean_TSS","continuous",4,6,10.76,11.48,0.7467,1.587,-0.5854,0.4969,1.28,0.4349,0.7491,0.009524,0.9766,"not distinguishable from chance",1.178,FALSE
"Mono_CD14","C19_mod vs C19_ctrl","mean_FRIP","continuous",4,6,0.3646,0.4121,0.03465,0.1001,-0.6343,0.4292,1.537,0.3443,0.594,0.009524,0.9766,"not distinguishable from chance",1.478,FALSE
"Mono_CD14","C19_mod vs C19_ctrl","mean_log10_nFrags","continuous",4,6,3.805,3.814,0.1931,0.2028,-0.04363,0.4356,1.559,0.9564,0.9151,0.009524,0.9886,"not distinguishable from chance",0.1002,FALSE
"Mono_CD14","C19_mod vs C19_ctrl","n_cells","continuous",4,6,1292,4211,724.2,2578,-1.542,0.4257,1.777,0.06419,0.1098,0.009524,0.9766,"not distinguishable from chance",3.621,FALSE
"Mono_CD14","C19_mod vs C19_ctrl","Sex_predicted","categorical",4,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"Mono_CD14","C19_mod vs C19_ctrl","Donor_ID","categorical",4,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"Mono_CD14","C19_sev vs C19_ctrl","mean_TSS","continuous",5,6,10.13,11.48,1.597,1.587,-0.846,0.4259,1.461,0.2004,0.08284,0.004329,0.9766,"not distinguishable from chance",1.987,FALSE
"Mono_CD14","C19_sev vs C19_ctrl","mean_FRIP","continuous",5,6,0.3431,0.4121,0.1083,0.1001,-0.6615,0.4078,1.416,0.2995,0.2353,0.004329,0.9766,"not distinguishable from chance",1.622,FALSE
"Mono_CD14","C19_sev vs C19_ctrl","mean_log10_nFrags","continuous",5,6,3.82,3.814,0.1459,0.2028,0.03191,0.4043,1.334,0.9552,0.6481,0.004329,0.9886,"not distinguishable from chance",0.07891,FALSE
"Mono_CD14","C19_sev vs C19_ctrl","n_cells","continuous",5,6,1168,4211,1005,2578,-1.555,0.4088,1.496,0.04119,0.05523,0.004329,0.9766,"not distinguishable from chance",3.804,FALSE
"Mono_CD14","C19_sev vs C19_ctrl","Sex_predicted","categorical",5,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"Mono_CD14","C19_sev vs C19_ctrl","Donor_ID","categorical",5,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"NK_CD16","C19_mild vs C19_ctrl","mean_TSS","continuous",6,7,10.57,12.11,0.7581,2.211,-0.9318,0.4043,1.186,0.1354,0.1747,0.001166,0.9766,"not distinguishable from chance",2.305,FALSE
"NK_CD16","C19_mild vs C19_ctrl","mean_FRIP","continuous",6,7,0.4541,0.4298,0.05289,0.1027,0.2968,0.3791,1.265,0.5967,0.8303,0.001166,0.9766,"not distinguishable from chance",0.7829,FALSE
"NK_CD16","C19_mild vs C19_ctrl","mean_log10_nFrags","continuous",6,7,3.979,3.811,0.07081,0.1852,1.194,0.3965,1.281,0.05839,0.05378,0.001166,0.9766,"not distinguishable from chance",3.01,FALSE
"NK_CD16","C19_mild vs C19_ctrl","n_cells","continuous",6,7,1492,3699,924.2,2714,-1.089,0.3799,1.292,0.07379,0.2246,0.001166,0.9766,"not distinguishable from chance",2.866,FALSE
"NK_CD16","C19_mild vs C19_ctrl","Sex_predicted","categorical",6,7,NA,NA,NA,NA,NA,NA,NA,0.5921,0.5921,NA,NA,"not distinguishable from chance",NA,FALSE
"NK_CD16","C19_mild vs C19_ctrl","Donor_ID","categorical",6,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"NK_CD16","C19_mod vs C19_ctrl","mean_TSS","continuous",3,7,11.01,12.11,0.6641,2.211,-0.6742,0.5219,1.463,0.4251,0.8197,0.01667,0.9766,"not distinguishable from chance",1.292,FALSE
"NK_CD16","C19_mod vs C19_ctrl","mean_FRIP","continuous",3,7,0.3644,0.4298,0.04244,0.1027,-0.8325,0.4688,1.653,0.2857,0.4941,0.01667,0.9766,"not distinguishable from chance",1.776,FALSE
"NK_CD16","C19_mod vs C19_ctrl","mean_log10_nFrags","continuous",3,7,3.748,3.811,0.1912,0.1852,-0.3338,0.496,1.518,0.6571,1,0.01667,0.9766,"not distinguishable from chance",0.673,FALSE
"NK_CD16","C19_mod vs C19_ctrl","n_cells","continuous",3,7,1559,3699,598.3,2714,-1.089,0.4464,1.875,0.2014,0.4941,0.01667,0.9766,"not distinguishable from chance",2.439,FALSE
"NK_CD16","C19_mod vs C19_ctrl","Sex_predicted","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"NK_CD16","C19_mod vs C19_ctrl","Donor_ID","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"NK_CD16","C19_sev vs C19_ctrl","mean_TSS","continuous",3,7,10.68,12.11,1.979,2.211,-0.6829,0.4709,1.563,0.3659,0.2545,0.01667,0.9766,"not distinguishable from chance",1.45,FALSE
"NK_CD16","C19_sev vs C19_ctrl","mean_FRIP","continuous",3,7,0.363,0.4298,0.1291,0.1027,-0.5732,0.446,2.118,0.3873,0.3619,0.01667,0.9766,"not distinguishable from chance",1.285,FALSE
"NK_CD16","C19_sev vs C19_ctrl","mean_log10_nFrags","continuous",3,7,3.793,3.811,0.1781,0.1852,-0.1025,0.5278,1.496,0.9258,0.8197,0.01667,0.9886,"not distinguishable from chance",0.1942,FALSE
"NK_CD16","C19_sev vs C19_ctrl","n_cells","continuous",3,7,1638,3699,1072,2714,-0.9992,0.4762,1.909,0.2186,0.4941,0.01667,0.9766,"not distinguishable from chance",2.098,FALSE
"NK_CD16","C19_sev vs C19_ctrl","Sex_predicted","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"NK_CD16","C19_sev vs C19_ctrl","Donor_ID","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_mem_CD4","C19_mild vs C19_ctrl","mean_TSS","continuous",4,6,10.55,11.48,0.9216,1.587,-0.7187,0.4932,1.362,0.2943,0.3374,0.009524,0.9766,"not distinguishable from chance",1.457,FALSE
"T_mem_CD4","C19_mild vs C19_ctrl","mean_FRIP","continuous",4,6,0.4656,0.4121,0.06423,0.1001,0.6363,0.4637,1.52,0.3587,0.4555,0.009524,0.9766,"not distinguishable from chance",1.372,FALSE
"T_mem_CD4","C19_mild vs C19_ctrl","mean_log10_nFrags","continuous",4,6,3.983,3.814,0.04756,0.2028,1.146,0.4508,1.596,0.114,0.1098,0.009524,0.9766,"not distinguishable from chance",2.543,FALSE
"T_mem_CD4","C19_mild vs C19_ctrl","n_cells","continuous",4,6,1748,4211,1021,2578,-1.256,0.445,1.699,0.1096,0.241,0.009524,0.9766,"not distinguishable from chance",2.823,FALSE
"T_mem_CD4","C19_mild vs C19_ctrl","Sex_predicted","categorical",4,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_mem_CD4","C19_mild vs C19_ctrl","Donor_ID","categorical",4,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_mem_CD8","C19_mild vs C19_ctrl","mean_TSS","continuous",6,7,10.7,12.11,0.6387,2.211,-0.87,0.4211,1.175,0.1694,0.284,0.001166,0.9766,"not distinguishable from chance",2.066,FALSE
"T_mem_CD8","C19_mild vs C19_ctrl","mean_FRIP","continuous",6,7,0.4611,0.4298,0.04722,0.1027,0.3907,0.3833,1.242,0.4931,0.8303,0.001166,0.9766,"not distinguishable from chance",1.019,FALSE
"T_mem_CD8","C19_mild vs C19_ctrl","mean_log10_nFrags","continuous",6,7,4.001,3.811,0.08787,0.1852,1.309,0.3855,1.221,0.03879,0.05378,0.001166,0.9766,"not distinguishable from chance",3.396,FALSE
"T_mem_CD8","C19_mild vs C19_ctrl","n_cells","continuous",6,7,1483,3699,937.1,2714,-1.092,0.4002,1.279,0.07219,0.2246,0.001166,0.9766,"not distinguishable from chance",2.727,FALSE
"T_mem_CD8","C19_mild vs C19_ctrl","Sex_predicted","categorical",6,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_mem_CD8","C19_mild vs C19_ctrl","Donor_ID","categorical",6,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_mem_CD8","C19_mod vs C19_ctrl","mean_TSS","continuous",3,7,11.01,12.11,0.6641,2.211,-0.6742,0.5512,1.463,0.4363,0.8197,0.01667,0.9766,"not distinguishable from chance",1.223,FALSE
"T_mem_CD8","C19_mod vs C19_ctrl","mean_FRIP","continuous",3,7,0.3644,0.4298,0.04244,0.1027,-0.8325,0.4688,1.729,0.2805,0.4941,0.01667,0.9766,"not distinguishable from chance",1.776,FALSE
"T_mem_CD8","C19_mod vs C19_ctrl","mean_log10_nFrags","continuous",3,7,3.748,3.811,0.1912,0.1852,-0.3338,0.496,1.531,0.6625,1,0.01667,0.9766,"not distinguishable from chance",0.673,FALSE
"T_mem_CD8","C19_mod vs C19_ctrl","n_cells","continuous",3,7,1559,3699,598.3,2714,-1.089,0.4597,1.848,0.192,0.4941,0.01667,0.9766,"not distinguishable from chance",2.369,FALSE
"T_mem_CD8","C19_mod vs C19_ctrl","Sex_predicted","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_mem_CD8","C19_mod vs C19_ctrl","Donor_ID","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_mem_CD8","C19_sev vs C19_ctrl","mean_TSS","continuous",4,7,10.4,12.11,1.708,2.211,-0.8649,0.4548,1.415,0.2008,0.1082,0.006061,0.9766,"not distinguishable from chance",1.902,FALSE
"T_mem_CD8","C19_sev vs C19_ctrl","mean_FRIP","continuous",4,7,0.3688,0.4298,0.106,0.1027,-0.5849,0.4299,1.61,0.3749,0.2986,0.006061,0.9766,"not distinguishable from chance",1.36,FALSE
"T_mem_CD8","C19_sev vs C19_ctrl","mean_log10_nFrags","continuous",4,7,3.832,3.811,0.1654,0.1852,0.1181,0.4284,1.569,0.8496,0.5083,0.006061,0.9766,"not distinguishable from chance",0.2757,FALSE
"T_mem_CD8","C19_sev vs C19_ctrl","n_cells","continuous",4,7,1397,3699,998.6,2714,-1.126,0.4115,1.681,0.134,0.2986,0.006061,0.9766,"not distinguishable from chance",2.736,FALSE
"T_mem_CD8","C19_sev vs C19_ctrl","Sex_predicted","categorical",4,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_mem_CD8","C19_sev vs C19_ctrl","Donor_ID","categorical",4,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_naive","C19_mild vs C19_ctrl","mean_TSS","continuous",4,7,10.68,12.11,0.7901,2.211,-0.864,0.48,1.362,0.2342,0.2986,0.006061,0.9766,"not distinguishable from chance",1.8,FALSE
"T_naive","C19_mild vs C19_ctrl","mean_FRIP","continuous",4,7,0.4734,0.4298,0.05535,0.1027,0.5278,0.4316,1.463,0.4203,0.6366,0.006061,0.9766,"not distinguishable from chance",1.223,FALSE
"T_naive","C19_mild vs C19_ctrl","mean_log10_nFrags","continuous",4,7,4.006,3.811,0.06172,0.1852,1.409,0.4329,1.446,0.06339,0.0726,0.006061,0.9766,"not distinguishable from chance",3.256,FALSE
"T_naive","C19_mild vs C19_ctrl","n_cells","continuous",4,7,1782,3699,962.8,2714,-0.9415,0.4131,1.574,0.1956,0.3951,0.006061,0.9766,"not distinguishable from chance",2.279,FALSE
"T_naive","C19_mild vs C19_ctrl","Sex_predicted","categorical",4,7,NA,NA,NA,NA,NA,NA,NA,0.5758,0.5758,NA,NA,"not distinguishable from chance",NA,FALSE
"T_naive","C19_mild vs C19_ctrl","Donor_ID","categorical",4,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_naive","C19_mod vs C19_ctrl","mean_TSS","continuous",3,7,11.01,12.11,0.6641,2.211,-0.6742,0.5512,1.463,0.4343,0.8197,0.01667,0.9766,"not distinguishable from chance",1.223,FALSE
"T_naive","C19_mod vs C19_ctrl","mean_FRIP","continuous",3,7,0.3644,0.4298,0.04244,0.1027,-0.8325,0.4752,1.653,0.2907,0.4941,0.01667,0.9766,"not distinguishable from chance",1.752,FALSE
"T_naive","C19_mod vs C19_ctrl","mean_log10_nFrags","continuous",3,7,3.748,3.811,0.1912,0.1852,-0.3338,0.496,1.518,0.6567,1,0.01667,0.9766,"not distinguishable from chance",0.673,FALSE
"T_naive","C19_mod vs C19_ctrl","n_cells","continuous",3,7,1559,3699,598.3,2714,-1.089,0.4597,1.848,0.1932,0.4941,0.01667,0.9766,"not distinguishable from chance",2.369,FALSE
"T_naive","C19_mod vs C19_ctrl","Sex_predicted","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_naive","C19_mod vs C19_ctrl","Donor_ID","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_naive","C19_sev vs C19_ctrl","mean_TSS","continuous",3,7,10.68,12.11,1.979,2.211,-0.6829,0.4792,1.688,0.3771,0.2545,0.01667,0.9766,"not distinguishable from chance",1.425,FALSE
"T_naive","C19_sev vs C19_ctrl","mean_FRIP","continuous",3,7,0.363,0.4298,0.1291,0.1027,-0.5732,0.446,2.118,0.3805,0.3619,0.01667,0.9766,"not distinguishable from chance",1.285,FALSE
"T_naive","C19_sev vs C19_ctrl","mean_log10_nFrags","continuous",3,7,3.793,3.811,0.1781,0.1852,-0.1025,0.5278,1.496,0.9294,0.8197,0.01667,0.9886,"not distinguishable from chance",0.1942,FALSE
"T_naive","C19_sev vs C19_ctrl","n_cells","continuous",3,7,1638,3699,1072,2714,-0.9992,0.4762,1.855,0.216,0.4941,0.01667,0.9766,"not distinguishable from chance",2.098,FALSE
"T_naive","C19_sev vs C19_ctrl","Sex_predicted","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"T_naive","C19_sev vs C19_ctrl","Donor_ID","categorical",3,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"B_mem","OP_high vs OP_low","mean_TSS","continuous",18,9,16.7,16.26,1.113,0.8468,0.444,0.2749,0.8467,0.2813,0.2076,4.267e-07,0.9766,"not distinguishable from chance",1.615,FALSE
"B_mem","OP_high vs OP_low","mean_FRIP","continuous",18,9,0.6075,0.6101,0.03494,0.03327,-0.0764,0.2812,0.8805,0.8474,0.9385,4.267e-07,0.9766,"not distinguishable from chance",0.2717,FALSE
"B_mem","OP_high vs OP_low","mean_log10_nFrags","continuous",18,9,4.135,4.136,0.09385,0.06648,-0.02384,0.2736,0.8367,0.9574,0.817,4.267e-07,0.9886,"not distinguishable from chance",0.08711,FALSE
"B_mem","OP_high vs OP_low","n_cells","continuous",18,9,3352,3777,1206,1320,-0.3356,0.2754,0.8518,0.4173,0.5203,4.267e-07,0.9766,"not distinguishable from chance",1.218,FALSE
"B_mem","OP_high vs OP_low","Sex_predicted","categorical",18,9,NA,NA,NA,NA,NA,NA,NA,0.6924,0.6924,NA,NA,"not distinguishable from chance",NA,FALSE
"B_mem","OP_high vs OP_med","mean_TSS","continuous",18,6,16.7,16.02,1.113,0.9756,0.6536,0.3302,0.9962,0.1806,0.1936,1.486e-05,0.9766,"not distinguishable from chance",1.979,FALSE
"B_mem","OP_high vs OP_med","mean_FRIP","continuous",18,6,0.6075,0.5898,0.03494,0.04542,0.4361,0.3296,0.9782,0.3695,0.3014,1.486e-05,0.9766,"not distinguishable from chance",1.323,FALSE
"B_mem","OP_high vs OP_med","mean_log10_nFrags","continuous",18,6,4.135,4.158,0.09385,0.09003,-0.2602,0.3289,1.032,0.5959,0.5265,1.486e-05,0.9766,"not distinguishable from chance",0.7911,FALSE
"B_mem","OP_high vs OP_med","n_cells","continuous",18,6,3352,3216,1206,971.4,0.125,0.3273,0.9968,0.8006,0.9734,1.486e-05,0.9766,"not distinguishable from chance",0.3818,FALSE
"B_mem","OP_high vs OP_med","Sex_predicted","categorical",18,6,NA,NA,NA,NA,NA,NA,NA,0.6404,0.6404,NA,NA,"not distinguishable from chance",NA,FALSE
"B_mem","HIV_ctrl vs HIV_acu","mean_TSS","continuous",4,4,17.13,17.45,0.6747,0.7756,-0.4417,0.5125,1.613,0.5843,0.665,0.02857,0.9766,"not distinguishable from chance",0.8619,FALSE
"B_mem","HIV_ctrl vs HIV_acu","mean_FRIP","continuous",4,4,0.6483,0.6502,0.016,0.02321,-0.09312,0.492,2.221,0.9406,1,0.02857,0.9886,"not distinguishable from chance",0.1893,FALSE
"B_mem","HIV_ctrl vs HIV_acu","mean_log10_nFrags","continuous",4,4,4.283,4.257,0.189,0.06985,0.1783,0.5549,1.563,0.8296,0.665,0.02857,0.9766,"not distinguishable from chance",0.3212,FALSE
"B_mem","HIV_ctrl vs HIV_acu","n_cells","continuous",4,4,2541,1897,1928,562.6,0.4531,0.5817,1.504,0.6533,0.8852,0.02857,0.9766,"not distinguishable from chance",0.7789,FALSE
"B_mem","HIV_ctrl vs HIV_acu","Donor_ID","categorical",4,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"B_mem","Influenza_d3 vs Influenza_ctrl","mean_TSS","continuous",4,5,13.12,12.76,0.4929,0.9952,0.4695,0.4742,1.628,0.5157,0.7133,0.01587,0.9766,"not distinguishable from chance",0.9901,FALSE
"B_mem","Influenza_d3 vs Influenza_ctrl","mean_FRIP","continuous",4,5,0.4825,0.452,0.1122,0.1416,0.2394,0.4682,1.521,0.7335,0.9025,0.01587,0.9766,"not distinguishable from chance",0.5113,FALSE
"B_mem","Influenza_d3 vs Influenza_ctrl","mean_log10_nFrags","continuous",4,5,3.902,3.936,0.1223,0.189,-0.2139,0.4984,1.662,0.769,1,0.01587,0.9766,"not distinguishable from chance",0.4291,FALSE
"B_mem","Influenza_d3 vs Influenza_ctrl","n_cells","continuous",4,5,4973,4907,2332,2337,0.0283,0.468,1.6,0.9678,0.9025,0.01587,0.9886,"not distinguishable from chance",0.06046,FALSE
"B_mem","Influenza_d3 vs Influenza_ctrl","Sex_predicted","categorical",4,5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"B_mem","Influenza_d30 vs Influenza_ctrl","mean_TSS","continuous",4,5,12.41,12.76,0.5194,0.9952,-0.4343,0.4894,1.602,0.5841,0.9025,0.01587,0.9766,"not distinguishable from chance",0.8874,FALSE
"B_mem","Influenza_d30 vs Influenza_ctrl","mean_FRIP","continuous",4,5,0.4477,0.452,0.1145,0.1416,-0.03309,0.4506,1.57,0.9604,0.9025,0.01587,0.9886,"not distinguishable from chance",0.07344,FALSE
"B_mem","Influenza_d30 vs Influenza_ctrl","mean_log10_nFrags","continuous",4,5,3.924,3.936,0.1054,0.189,-0.07988,0.4911,1.637,0.9222,0.9025,0.01587,0.9886,"not distinguishable from chance",0.1626,FALSE
"B_mem","Influenza_d30 vs Influenza_ctrl","n_cells","continuous",4,5,5265,4907,2526,2337,0.1471,0.4536,1.565,0.8136,0.9025,0.01587,0.9766,"not distinguishable from chance",0.3244,FALSE
"B_mem","Influenza_d30 vs Influenza_ctrl","Sex_predicted","categorical",4,5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"B_mem","Influenza_d6 vs Influenza_ctrl","mean_TSS","continuous",3,5,12.23,12.76,0.4935,0.9952,-0.6628,0.5842,1.858,0.4501,0.551,0.03571,0.9766,"not distinguishable from chance",1.135,FALSE
"B_mem","Influenza_d6 vs Influenza_ctrl","mean_FRIP","continuous",3,5,0.466,0.452,0.07198,0.1416,0.1253,0.4828,2.307,0.8546,1,0.03571,0.9766,"not distinguishable from chance",0.2596,FALSE
"B_mem","Influenza_d6 vs Influenza_ctrl","mean_log10_nFrags","continuous",3,5,3.984,3.936,0.2008,0.189,0.2452,0.4681,2.33,0.7491,1,0.03571,0.9766,"not distinguishable from chance",0.5239,FALSE
"B_mem","Influenza_d6 vs Influenza_ctrl","n_cells","continuous",3,5,3157,4907,2287,2337,-0.7572,0.4601,1.999,0.3767,0.7656,0.03571,0.9766,"not distinguishable from chance",1.646,FALSE
"B_mem","Influenza_d6 vs Influenza_ctrl","Sex_predicted","categorical",3,5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"B_mem","OP_med vs OP_low","mean_TSS","continuous",6,9,16.02,16.26,0.9756,0.8468,-0.268,0.3763,1.133,0.6347,0.953,0.0003996,0.9766,"not distinguishable from chance",0.7123,FALSE
"B_mem","OP_med vs OP_low","mean_FRIP","continuous",6,9,0.5898,0.6101,0.04542,0.03327,-0.5093,0.3824,1.101,0.3657,0.3768,0.0003996,0.9766,"not distinguishable from chance",1.332,FALSE
"B_mem","OP_med vs OP_low","mean_log10_nFrags","continuous",6,9,4.158,4.136,0.09003,0.06648,0.2778,0.3553,1.158,0.5923,0.5169,0.0003996,0.9766,"not distinguishable from chance",0.7819,FALSE
"B_mem","OP_med vs OP_low","n_cells","continuous",6,9,3216,3777,971.4,1320,-0.4842,0.3705,1.116,0.3797,0.4437,0.0003996,0.9766,"not distinguishable from chance",1.307,FALSE
"B_mem","OP_med vs OP_low","Sex_predicted","categorical",6,9,NA,NA,NA,NA,NA,NA,NA,0.3147,0.3147,NA,NA,"not distinguishable from chance",NA,FALSE
"B_naive","OP_high vs OP_low","mean_TSS","continuous",18,9,16.7,16.26,1.113,0.8468,0.444,0.2766,0.8467,0.2847,0.2076,4.267e-07,0.9766,"not distinguishable from chance",1.605,FALSE
"B_naive","OP_high vs OP_low","mean_FRIP","continuous",18,9,0.6075,0.6101,0.03494,0.03327,-0.0764,0.2703,0.8607,0.8416,0.9385,4.267e-07,0.9766,"not distinguishable from chance",0.2827,FALSE
"B_naive","OP_high vs OP_low","mean_log10_nFrags","continuous",18,9,4.135,4.136,0.09385,0.06648,-0.02384,0.2774,0.8618,0.9546,0.817,4.267e-07,0.9886,"not distinguishable from chance",0.08594,FALSE
"B_naive","OP_high vs OP_low","n_cells","continuous",18,9,3352,3777,1206,1320,-0.3356,0.285,0.8308,0.4283,0.5203,4.267e-07,0.9766,"not distinguishable from chance",1.178,FALSE
"B_naive","OP_high vs OP_low","Sex_predicted","categorical",18,9,NA,NA,NA,NA,NA,NA,NA,0.6924,0.6924,NA,NA,"not distinguishable from chance",NA,FALSE
"B_naive","OP_high vs OP_med","mean_TSS","continuous",18,6,16.7,16.02,1.113,0.9756,0.6536,0.328,1.017,0.1944,0.1936,1.486e-05,0.9766,"not distinguishable from chance",1.992,FALSE
"B_naive","OP_high vs OP_med","mean_FRIP","continuous",18,6,0.6075,0.5898,0.03494,0.04542,0.4361,0.3324,1.002,0.3797,0.3014,1.486e-05,0.9766,"not distinguishable from chance",1.312,FALSE
"B_naive","OP_high vs OP_med","mean_log10_nFrags","continuous",18,6,4.135,4.158,0.09385,0.09003,-0.2602,0.3218,1.032,0.5877,0.5265,1.486e-05,0.9766,"not distinguishable from chance",0.8085,FALSE
"B_naive","OP_high vs OP_med","n_cells","continuous",18,6,3352,3216,1206,971.4,0.125,0.3244,0.9746,0.7998,0.9734,1.486e-05,0.9766,"not distinguishable from chance",0.3852,FALSE
"B_naive","OP_high vs OP_med","Sex_predicted","categorical",18,6,NA,NA,NA,NA,NA,NA,NA,0.6404,0.6404,NA,NA,"not distinguishable from chance",NA,FALSE
"B_naive","Influenza_d3 vs Influenza_ctrl","mean_TSS","continuous",4,4,13.12,12.45,0.4929,0.84,0.9763,0.5617,1.528,0.2611,0.3123,0.02857,0.9766,"not distinguishable from chance",1.738,FALSE
"B_naive","Influenza_d3 vs Influenza_ctrl","mean_FRIP","continuous",4,4,0.4825,0.4124,0.1122,0.1277,0.5833,0.5212,2.137,0.4273,0.4705,0.02857,0.9766,"not distinguishable from chance",1.119,FALSE
"B_naive","Influenza_d3 vs Influenza_ctrl","mean_log10_nFrags","continuous",4,4,3.902,3.876,0.1223,0.1542,0.1852,0.436,1.509,0.7514,0.665,0.02857,0.9766,"not distinguishable from chance",0.4248,FALSE
"B_naive","Influenza_d3 vs Influenza_ctrl","n_cells","continuous",4,4,4973,5789,2332,1449,-0.4201,0.5776,1.569,0.5947,0.8852,0.02857,0.9766,"not distinguishable from chance",0.7273,FALSE
"B_naive","Influenza_d3 vs Influenza_ctrl","Sex_predicted","categorical",4,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
"B_naive","Influenza_d30 vs Influenza_ctrl","mean_TSS","continuous",4,4,12.41,12.45,0.5194,0.84,-0.05882,0.4381,1.696,0.9688,0.8852,0.02857,0.9886,"not distinguishable from chance",0.1343,FALSE
"B_naive","Influenza_d30 vs Influenza_ctrl","mean_FRIP","continuous",4,4,0.4477,0.4124,0.1145,0.1277,0.2908,0.4752,2.43,0.7167,0.8852,0.02857,0.9766,"not distinguishable from chance",0.612,FALSE
"B_naive","Influenza_d30 vs Influenza_ctrl","mean_log10_nFrags","continuous",4,4,3.924,3.876,0.1054,0.1542,0.3603,0.4966,1.991,0.6375,0.8852,0.02857,0.9766,"not distinguishable from chance",0.7256,FALSE
"B_naive","Influenza_d30 vs Influenza_ctrl","n_cells","continuous",4,4,5265,5789,2526,1449,-0.2542,0.3924,2.403,0.7784,0.8852,0.02857,0.9766,"not distinguishable from chance",0.6479,FALSE
"B_naive","Influenza_d30 vs Influenza_ctrl","Sex_predicted","categorical",4,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"not distinguishable from chance",NA,FALSE
