"collection","filename","description","userSet","log2OR_unadj","qValue_unadj","support_unadj","log2OR_adj","qValue_adj","support_adj","cell","comparison","sig_unadj","sig_adj","agreement"
"TF_motifs","regionSet_114.bed","MA0490.1_JUNB","gain",2.08523724679653,4.08950420605471e-44,182,1.95564888662097,3.67321159851888e-22,102,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_156.bed","MA0490.1_JUNB","gain",2.08523724679653,4.08950420605471e-44,182,1.95564888662097,3.67321159851888e-22,102,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_106.bed","MA0477.1_FOSL1","gain",2.01527238192066,5.60717477201023e-42,183,1.9141757049283,8.47336403741771e-22,104,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_144.bed","MA0477.1_FOSL1","gain",2.01527238192066,5.60717477201023e-42,183,1.9141757049283,8.47336403741771e-22,104,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_107.bed","MA0478.1_FOSL2","gain",2.01657543761622,6.54751744945552e-41,176,1.97639035790164,1.48940227945252e-22,103,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_145.bed","MA0478.1_FOSL2","gain",2.01657543761622,6.54751744945552e-41,176,1.97639035790164,1.48940227945252e-22,103,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_435.bed","MA1141.1_FOS::JUND","gain",2.09144112032157,1.12138371796605e-40,161,1.96237432028888,2.6600624429571e-20,90,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_561.bed","MA1141.1_FOS::JUND","gain",2.09144112032157,1.12138371796605e-40,161,1.96237432028888,2.6600624429571e-20,90,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_422.bed","MA1128.1_FOSL1::JUN","gain",2.15028293454724,1.55468937679741e-40,151,1.94559377491998,1.88895634193492e-18,81,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_548.bed","MA1128.1_FOSL1::JUN","gain",2.15028293454724,1.55468937679741e-40,151,1.94559377491998,1.88895634193492e-18,81,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_50.bed","MA0099.3_FOS::JUN","gain",2.17731358148777,7.68070148537107e-40,144,1.96933139893777,4.44815756473125e-18,77,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_70.bed","MA0099.3_FOS::JUN","gain",2.17731358148777,7.68070148537107e-40,144,1.96933139893777,4.44815756473125e-18,77,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_429.bed","MA1135.1_FOSB::JUNB","gain",2.19444994591153,9.83455030801474e-39,137,1.98304473565765,1.56011205257046e-17,73,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_555.bed","MA1135.1_FOSB::JUNB","gain",2.19444994591153,9.83455030801474e-39,137,1.98304473565765,1.56011205257046e-17,73,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_438.bed","MA1144.1_FOSL2::JUND","gain",2.19961726990701,1.89114896647326e-38,135,1.96526596626394,7.13931204618417e-17,71,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_564.bed","MA1144.1_FOSL2::JUND","gain",2.19961726990701,1.89114896647326e-38,135,1.96526596626394,7.13931204618417e-17,71,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_432.bed","MA1138.1_FOSL2::JUNB","gain",2.20664596500676,3.41778324141204e-37,129,1.95211886645878,7.00353724145512e-16,67,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_558.bed","MA1138.1_FOSL2::JUNB","gain",2.20664596500676,3.41778324141204e-37,129,1.95211886645878,7.00353724145512e-16,67,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_424.bed","MA1130.1_FOSL2::JUN","gain",2.09630765329053,1.20234977260848e-36,140,1.99025194536632,1.20211818077678e-18,79,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_550.bed","MA1130.1_FOSL2::JUN","gain",2.09630765329053,1.20234977260848e-36,140,1.99025194536632,1.20211818077678e-18,79,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_105.bed","MA0476.1_FOS","gain",1.98198483116406,1.69614790765325e-36,156,1.85057497791143,4.67996668383237e-18,87,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_143.bed","MA0476.1_FOS","gain",1.98198483116406,1.69614790765325e-36,156,1.85057497791143,4.67996668383237e-18,87,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_115.bed","MA0491.1_JUND","gain",1.96867335750454,6.45953737963571e-36,155,1.8718731358848,1.88895634193492e-18,88,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_157.bed","MA0491.1_JUND","gain",1.96867335750454,6.45953737963571e-36,155,1.8718731358848,1.88895634193492e-18,88,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_10.bed","ccaat_cebp","gain",1.5126347583024,7.90439054643231e-35,368,1.93777949600163,1.35454546969067e-31,243,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_428.bed","MA1134.1_FOS::JUNB","gain",2.05124556114415,2.46101900930629e-32,126,1.86760178340765,5.87557134321026e-15,68,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_554.bed","MA1134.1_FOS::JUNB","gain",2.05124556114415,2.46101900930629e-32,126,1.86760178340765,5.87557134321026e-15,68,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_431.bed","MA1137.1_FOSL1::JUNB","gain",2.05008708622119,8.0262408567383e-30,115,1.78166874216466,3.55606441656088e-12,59,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_557.bed","MA1137.1_FOSL1::JUNB","gain",2.05008708622119,8.0262408567383e-30,115,1.78166874216466,3.55606441656088e-12,59,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_344.bed","MA0841.1_NFE2","gain",1.93035977957433,9.09130790025205e-28,119,1.85172147767891,9.18219803344398e-15,68,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_445.bed","MA0841.1_NFE2","gain",1.93035977957433,9.09130790025205e-28,119,1.85172147767891,9.18219803344398e-15,68,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_436.bed","MA1142.1_FOSL1::JUND","gain",1.96835591978337,3.92046658146404e-26,107,1.57874790965121,1.0165216166403e-08,51,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_562.bed","MA1142.1_FOSL1::JUND","gain",1.96835591978337,3.92046658146404e-26,107,1.57874790965121,1.0165216166403e-08,51,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_3.bed","ap1_1","gain",1.36983112409823,3.96894615013787e-26,432,1.38471296627385,1.14948218908778e-15,258,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_113.bed","MA0489.1_JUN(var.2)","gain",1.70726807973258,9.35344913278081e-25,133,1.50306382204915,1.04117548558796e-10,71,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_155.bed","MA0489.1_JUN(var.2)","gain",1.70726807973258,9.35344913278081e-25,133,1.50306382204915,1.04117548558796e-10,71,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_174.bed","MA0655.1_JDP2","gain",1.96316720630225,2.07141771216494e-23,95,1.94093617449744,1.95321341433955e-13,56,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_259.bed","MA0655.1_JDP2","gain",1.96316720630225,2.07141771216494e-23,95,1.94093617449744,1.95321341433955e-13,56,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_426.bed","MA1132.1_JUN::JUNB","gain",1.82631284264568,1.05110279248786e-21,100,1.74631081201768,2.07213353230236e-11,57,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_552.bed","MA1132.1_JUN::JUNB","gain",1.82631284264568,1.05110279248786e-21,100,1.74631081201768,2.07213353230236e-11,57,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"EnsemblRegBuild","regionSet_3.bed","Open chromatin","gain",1.51358291272023,3.75095250292182e-19,126,1.74402342689522,5.14759955967597e-16,85,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_93.bed","MA0462.1_BATF::JUN","gain",1.61693208200155,9.32773460941508e-18,101,1.36337498396749,6.80130204980571e-07,52,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_129.bed","MA0462.1_BATF::JUN","gain",1.61693208200155,9.32773460941508e-18,101,1.36337498396749,6.80130204980571e-07,52,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_15.bed","creb_atf_3","gain",1.16362195348698,1.69863027109127e-17,211,1.39475495004967,2.41470560272893e-15,139,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_203.bed","spi","loss",1.78213720638974,5.08792300820772e-14,290,2.03823131897373,3.17041820133291e-11,198,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"EnsemblRegBuildBP","regionSet_2.bed","dnase","gain",2.25449572057216,6.67052228104209e-14,43,2.49789652574716,2.85485599933537e-11,30,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_395.bed","MA1101.1_BACH2","gain",1.26490061989322,2.93920164986424e-13,119,1.10822467265458,8.04420945058972e-06,65,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_521.bed","MA1101.1_BACH2","gain",1.26490061989322,2.93920164986424e-13,119,1.10822467265458,8.04420945058972e-06,65,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_58.bed","MA0107.1_RELA","loss",1.64709988809044,8.51630060954691e-13,73,1.44884558538004,2.9003401428234e-06,44,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_78.bed","MA0107.1_RELA","loss",1.64709988809044,8.51630060954691e-13,73,1.44884558538004,2.9003401428234e-06,44,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_121.bed","MA0501.1_MAF::NFE2","gain",1.31028663266604,2.73137097373351e-12,101,1.36108285256157,5.20009071371375e-08,62,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_167.bed","MA0501.1_MAF::NFE2","gain",1.31028663266604,2.73137097373351e-12,101,1.36108285256157,5.20009071371375e-08,62,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_53.bed","MA0102.3_CEBPA","gain",1.35650045991954,4.72143933711039e-12,92,1.48202965419291,7.06134706783321e-09,59,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_73.bed","MA0102.3_CEBPA","gain",1.35650045991954,4.72143933711039e-12,92,1.48202965419291,7.06134706783321e-09,59,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"EnsemblRegBuildBP","regionSet_3.bed","proximal","gain",0.830823067029233,8.86825974851949e-11,315,0.723440757910769,6.31202995982882e-05,181,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_132.bed","nfkb_3","loss",1.14067020048786,1.19166732707044e-10,154,1.18505375317425,1.10619294706345e-07,105,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_63.bed","MA0089.1_MAFG::NFE2L1","gain",0.934813326046673,2.20881811383223e-10,177,1.19019770711943,1.86542190212025e-10,119,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_110.bed","MA0150.2_Nfe2l2","gain",1.10585396211058,1.83484271482710e-09,106,1.33939110650919,7.94939471366718e-09,72,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_40.bed","MA0080.4_SPI1","loss",1.15615701000296,1.98937443301553e-09,114,1.50862785418001,3.17041820133291e-11,89,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_57.bed","MA0080.4_SPI1","loss",1.15615701000296,1.98937443301553e-09,114,1.50862785418001,3.17041820133291e-11,89,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_195.bed","MA0591.1_Bach1::Mafk","gain",1.04631118599236,4.06679641121089e-09,114,1.12551737155731,1.9877436081969e-06,71,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_4.bed","ap1_2","gain",0.795499093536624,6.17466133101538e-09,418,1.03739202408976,1.4104437211323e-08,261,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_7.bed","batf","gain",0.798557586978708,7.00150389169802e-09,222,0.741985859885846,0.000139984349410629,129,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"EnsemblRegBuild","regionSet_2.bed","Enhancer","gain",1.10476900676465,1.05332115716796e-08,96,1.3275654588278,5.43470499804603e-08,65,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_1.bed","MA0002.2_RUNX1","gain",0.969252109995072,2.12068311325865e-08,122,1.00155271539809,2.05544173981782e-05,74,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_337.bed","MA0833.1_ATF4","gain",1.30070040532665,2.25422905919993e-07,58,1.53601169667318,1.08929926083337e-06,40,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_437.bed","MA0833.1_ATF4","gain",1.30070040532665,2.25422905919993e-07,58,1.53601169667318,1.08929926083337e-06,40,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_168.bed","pou_3","gain",0.697381530979532,2.69329505966249e-07,254,0.592459162332331,0.00318495268596318,145,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_167.bed","pou_2","gain",0.789700558643274,7.49364734680368e-07,153,0.828993599896181,0.00014055853880659,93,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_96.bed","MA0466.2_CEBPB","gain",1.55901772234362,9.27178955981982e-07,38,1.77196531078472,1.07288197379937e-05,26,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_133.bed","MA0466.2_CEBPB","gain",1.55901772234362,9.27178955981982e-07,38,1.77196531078472,1.07288197379937e-05,26,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_164.bed","MA0645.1_ETV6","loss",1.10320288027732,1.0422851258325e-06,79,1.13843528908981,7.63670717543436e-05,54,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_249.bed","MA0645.1_ETV6","loss",1.10320288027732,1.0422851258325e-06,79,1.13843528908981,7.63670717543436e-05,54,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"RepeatMasker","regionSet_10.bed","SINE","gain",0.649651940261919,1.76330416392083e-06,265,0.520229839626598,0.0127963763591754,150,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_52.bed","MA0101.1_REL","loss",1.25585654828906,2.72645105719836e-06,55,1.06273294992321,0.00620105382398608,33,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_72.bed","MA0101.1_REL","loss",1.25585654828906,2.72645105719836e-06,55,1.06273294992321,0.00620105382398608,33,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_202.bed","MA0687.1_SPIC","loss",1.01216512016077,2.76208225903734e-06,89,1.27734031957981,5.50199335472901e-07,68,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_291.bed","MA0687.1_SPIC","loss",1.01216512016077,2.76208225903734e-06,89,1.27734031957981,5.50199335472901e-07,68,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_439.bed","MA1145.1_FOSL2::JUND(var.2)","gain",1.36579606928438,3.0500937445932e-06,44,1.28978917648469,0.0028070611985951,25,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_565.bed","MA1145.1_FOSL2::JUND(var.2)","gain",1.36579606928438,3.0500937445932e-06,44,1.28978917648469,0.0028070611985951,25,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_63.bed","hd_10","gain",0.884731178670158,4.42862367490669e-06,100,0.925685844169926,0.000508272388972371,61,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_341.bed","MA0837.1_CEBPE","gain",1.47936914132551,6.40320124314665e-06,36,1.71487763075595,3.29359218635145e-05,25,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_441.bed","MA0837.1_CEBPE","gain",1.47936914132551,6.40320124314665e-06,36,1.71487763075595,3.29359218635145e-05,25,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_47.bed","fox_6","gain",0.84227580566975,6.8004214126295e-06,107,0.677188968263016,0.0241605503502939,58,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_425.bed","MA1131.1_FOSL2::JUN(var.2)","gain",1.34947243724731,7.10117835653712e-06,42,1.21660029881063,0.00851478101689447,23,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_551.bed","MA1131.1_FOSL2::JUN(var.2)","gain",1.34947243724731,7.10117835653712e-06,42,1.21660029881063,0.00851478101689447,23,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_10.bed","MA0019.1_Ddit3::Cebpa","gain",1.18622469246968,1.21934796425264e-05,51,1.26715651310887,0.000606576577544728,32,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_130.bed","nfkb_1","loss",0.826994107765807,1.2889368660241e-05,215,0.674643555707534,0.0113335500967201,139,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_37.bed","ets_1","loss",1.05333465774322,1.62000515940892e-05,279,0.789724246472332,0.0214140096499961,182,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_421.bed","MA1127.1_FOSB::JUN","gain",1.39090261859361,1.66920224761392e-05,37,1.23906383892618,0.0146324002536244,20,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_547.bed","MA1127.1_FOSB::JUN","gain",1.39090261859361,1.66920224761392e-05,37,1.23906383892618,0.0146324002536244,20,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_82.bed","hd_5","gain",0.744863534168892,1.70213464322762e-05,129,0.522732617716523,0.0791950001269912,68,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_84.bed","hd_7","gain",0.881216415683034,1.84710943332103e-05,88,0.587663994986926,0.112912936118842,44,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motif_clusters","regionSet_100.bed","irf_2","loss",1.32743546083199,2.12920127515444e-05,301,1.33638709321605,0.00128777856399826,202,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_411.bed","MA1117.1_RELB","loss",1.23419966996033,2.70973982293232e-05,46,1.12910873328826,0.00638134736994369,29,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_537.bed","MA1117.1_RELB","loss",1.23419966996033,2.70973982293232e-05,46,1.12910873328826,0.00638134736994369,29,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"RepeatMasker","regionSet_1.bed","DNA","gain",0.878007665718252,2.798333764623e-05,85,0.75256542514007,0.0227146100882609,47,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_128.bed","MA0511.2_RUNX2","gain",1.01701262376665,2.84032490916953e-05,63,1.11967832097768,0.000640771341927873,40,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_177.bed","MA0511.2_RUNX2","gain",1.01701262376665,2.84032490916953e-05,63,1.11967832097768,0.000640771341927873,40,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_340.bed","MA0836.1_CEBPD","gain",1.41524102477466,4.03965080602307e-05,33,1.51452156808129,0.0012736770512961,21,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_440.bed","MA0836.1_CEBPD","gain",1.41524102477466,4.03965080602307e-05,33,1.51452156808129,0.0012736770512961,21,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_238.bed","znf146","gain",0.829557916475635,4.05610885541837e-05,92,0.803901293218445,0.00670782084155691,54,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_199.bed","MA0684.1_RUNX3","gain",0.98459506659732,4.54716507628282e-05,64,1.02058019342784,0.00276682238200245,39,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_288.bed","MA0684.1_RUNX3","gain",0.98459506659732,4.54716507628282e-05,64,1.02058019342784,0.00276682238200245,39,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_430.bed","MA1136.1_FOSB::JUNB(var.2)","gain",1.39867256790218,4.87310954096209e-05,33,1.17437944576394,0.0411043284307374,17,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_556.bed","MA1136.1_FOSB::JUNB(var.2)","gain",1.39867256790218,4.87310954096209e-05,33,1.17437944576394,0.0411043284307374,17,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_258.bed","MA0750.2_ZBTB7A","loss",0.882727009370715,5.89837641697795e-05,88,0.947535673750971,0.000792839801438918,61,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_354.bed","MA0750.2_ZBTB7A","loss",0.882727009370715,5.89837641697795e-05,88,0.947535673750971,0.000792839801438918,61,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_112.bed","mef2","gain",0.595716316339168,6.13321112100236e-05,199,0.512226017641532,0.0262697538040767,114,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_121.bed","mzf1","loss",0.810495651108235,8.08239909666472e-05,242,0.532692583862378,0.0924031288420628,154,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"EnsemblRegBuildBP","regionSet_1.bed","distal","loss",0.939190645468879,8.6651382328849e-05,72,1.32213320050188,1.01629151908845e-06,59,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_175.bed","MA0656.1_JDP2(var.2)","gain",1.30381569367016,9.39173601226986e-05,35,1.07671889555182,0.0556239204405009,18,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"TF_motifs_vert","regionSet_260.bed","MA0656.1_JDP2(var.2)","gain",1.30381569367016,9.39173601226986e-05,35,1.07671889555182,0.0556239204405009,18,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
"EnsemblRegBuild","regionSet_5.bed","Promoter Flanking Region","loss",0.75336399921529,0.000100203181627238,133,0.910184209643823,0.000153407597892763,95,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"EnsemblRegBuild","regionSet_3.bed","Open chromatin","loss",1.05406605130473,0.000134717439105805,53,1.38856348849051,1.04097617840278e-05,43,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs","regionSet_342.bed","MA0838.1_CEBPG","gain",1.25595672567426,0.000135888241556584,36,1.36242491898795,0.00260849768604371,23,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motifs_vert","regionSet_442.bed","MA0838.1_CEBPG","gain",1.25595672567426,0.000135888241556584,36,1.36242491898795,0.00260849768604371,23,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,TRUE,"significant in both"
"TF_motif_clusters","regionSet_54.bed","gfi","gain",0.539717036980281,0.000147675876668611,244,0.398718915344986,0.0929368895069051,137,"Mono_CD14","C19_sev vs C19_ctrl",TRUE,FALSE,"unadjusted only"
