"embedding","PC","pc_index","var_explained","covariate","r2","p","n","p_adj"
"Harmony","PC4",4,0.0567819545623112,"QC_nCells",0.000571130460989802,0.490681849965763,834,0.545202055517515
"Harmony","PC4",4,0.0567819545623112,"QC_meanTSS",0.0117504829230508,0.00171838505503612,834,0.00859192527518062
"Harmony","PC4",4,0.0567819545623112,"QC_meanLog10Frags",0.0511825040216969,3.85491409064357e-11,834,3.85491409064357e-10
"Harmony","PC4",4,0.0567819545623112,"QC_meanFRIP",0.0329062458666898,1.33011644962845e-07,834,1.33011644962845e-06
"Harmony","PC5",5,0.0507319484338195,"CellType",0.888992615258054,0,834,0
"Harmony","PC5",5,0.0507319484338195,"Cohort",0.00391798486213323,0.353209886443601,834,0.706419772887202
"Harmony","PC5",5,0.0507319484338195,"Control_status",0.00175734243521941,0.226530210800002,834,0.477398735243361
"Harmony","PC5",5,0.0507319484338195,"Exposure_group",0.0164447423954624,0.396197337870902,834,0.565996196958431
"Harmony","PC5",5,0.0507319484338195,"Age",0.000351576730204521,0.660535440965438,551,0.733928267739375
"Harmony","PC5",5,0.0507319484338195,"Sex_observed",0.00153072435415719,0.359326420891314,551,0.718652841782627
"Harmony","PC5",5,0.0507319484338195,"Sex_predicted",0.00218081139394621,0.177870720820368,834,0.592902402734561
"Harmony","PC5",5,0.0507319484338195,"Sampling_day",3.77174892934343e-08,0.996871945501572,410,0.996871945501572
"Harmony","PC5",5,0.0507319484338195,"QC_nCells",0.0430860863697798,1.43486345109208e-09,834,4.78287817030694e-09
"Harmony","PC5",5,0.0507319484338195,"QC_meanTSS",0.0015031071886346,0.263404659445829,834,0.526809318891657
"Harmony","PC5",5,0.0507319484338195,"QC_meanLog10Frags",0.00524686279879367,0.0364857985589558,834,0.0912144963973895
"Harmony","PC5",5,0.0507319484338195,"QC_meanFRIP",0.00302234170899597,0.11263299906827,834,0.225265998136541
"Harmony","PC6",6,0.0473244437894799,"CellType",0.931325002837259,0,834,0
"Harmony","PC6",6,0.0473244437894799,"Cohort",0.00101854428967673,0.838355942757203,834,0.969671639651169
"Harmony","PC6",6,0.0473244437894799,"Control_status",0.00548739737550427,0.0324353491595178,834,0.162176745797589
"Harmony","PC6",6,0.0473244437894799,"Exposure_group",0.0187464690532467,0.270158032349379,834,0.450263387248965
"Harmony","PC6",6,0.0473244437894799,"Age",0.00109227798439043,0.438790926831799,551,0.626844181188285
"Harmony","PC6",6,0.0473244437894799,"Sex_observed",5.8660305281344e-05,0.857641631670001,551,0.896640202560319
"Harmony","PC6",6,0.0473244437894799,"Sex_predicted",8.32412586866618e-05,0.792478791204365,834,0.956051812504141
"Harmony","PC6",6,0.0473244437894799,"Sampling_day",0.000937604187612536,0.536399790041571,410,0.996871945501572
"Harmony","PC6",6,0.0473244437894799,"QC_nCells",0.00364617766489366,0.0813692230597826,834,0.116241747228261
