"embedding","Dim","dim_index","var_share_between_samples","var_share_cells","depth_cor","covariate","r2","adj_r2","p","r2_partial_adjCohort","adj_r2_partial_adjCohort","p_adjCohort","n","n_group","unit","p_adj","p_adjCohort_bh"
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"Age",0.0061408598384568,-0.013736322964774,0.580810081865545,0.016959637845292,-0.00352036969959779,0.367367586738038,52,52,"donor",0.726012602331932,0.683368757276833
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"Sex_observed",0.000997787110319147,-0.0189822571474745,0.82407966787393,0.00316588544670848,-0.0176014919398184,0.697937021275684,52,52,"donor",0.915644075415477,0.775485579195205
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"Sex_predicted",0.0737716214254647,0.0592993030102377,0.0273800837056265,0.0733274342083346,0.0581360806707664,0.0318272826829107,66,66,"donor",0.273800837056265,0.318272826829107
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"Sampling_day",0.0990786191260614,0.0630417638911038,0.173571942704494,0.0988356554030502,0.0627890816191722,0.173479124090359,50,24,"sample (LMM)",0.33190428196583,0.327268573383797
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"Viral_load",0.474385493307672,0.39929770663734,0.0148530237819004,0.474385493307672,0.39929770663734,0.0148530237819004,12,4,"sample (LMM)",0.039742610041737,0.039742610041737
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"Batch_C19",0.0296474649536769,-0.0188701617986393,0.443543068417587,0.0296474649536769,-0.0188701617986393,0.443543068417587,22,22,"donor",0.702923725810823,0.702923725810823
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"Supplier",0.0360521479259259,0.00545062881246328,0.314547696044927,NA,NA,NA,66,66,"donor",0.393184620056159,NA
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"QC_tss_cutoff",0.0798202874313404,0.0430130989285941,0.023472690271977,0.102597157837413,0.0667010441509095,0.0211832227245736,92,66,"sample (LMM)",0.039121150453295,0.0423664454491472
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"QC_frag_cutoff",0.179191633343684,0.146359298677431,0.00551167880280097,0.16382521684697,0.130378225520848,0.00219549320214642,92,66,"sample (LMM)",0.0108271007999211,0.00439098640429284
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"QC_nCells",0.00739645103238353,-0.0323076909263211,0.86472279615442,-0.00420642888310618,-0.0443746860384302,0.943687971677725,92,66,"sample (LMM)",0.86472279615442,0.943687971677725
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"QC_meanTSS",-0.00144339153666791,-0.0415011271981345,0.0678216818853519,0.0116474819775219,-0.0278866187433773,0.0978986242534936,92,66,"sample (LMM)",0.0847771023566899,0.195797248506987
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"QC_meanLog10Frags",0.115942002740095,0.0805796828496983,0.00345738292202663,0.119555137125286,0.0843373426102977,0.00282723544280629,92,66,"sample (LMM)",0.00864345730506659,0.00471205907134382
"Harmony","Dim3",3,0.0722597040469187,0.148766445372252,0.0858464605798161,"QC_meanFRIP",0.0181587114380148,-0.0211149401044646,0.014310530151975,0.0218600981980979,-0.0172654978739784,0.0142668964772357,92,66,"sample (LMM)",0.0286210603039501,0.0183431526135888
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Cohort",0.117972410331404,0.0752936559926006,0.0493333562185481,NA,NA,NA,66,66,"donor",0.241260013678642,NA
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Control_status",0.0350563837120254,-0.00354136093949364,0.41987326196133,0.0144774730846582,-0.0249434279919556,0.65210551107024,92,66,"sample (LMM)",0.531910020178916,0.699610722619365
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Exposure_group",0.57802257023443,0.156045140468861,0.0247183423654357,0.599763799877574,0.349616174801057,0.0896923479271935,92,66,"sample (LMM)",0.0411972372757262,0.113644717020113
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Age",0.0129907161872829,-0.00674946948897159,0.421081848050336,0.00286829144210545,-0.0179052858195174,0.711838523260362,52,52,"donor",0.601545497214765,0.834452488354235
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Sex_observed",0.00828357722161902,-0.0115507512339486,0.521073155969359,0.00345269204715963,-0.0173087102018579,0.685231475896866,52,52,"donor",0.852137968403656,0.775485579195205
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Sex_predicted",0.00961895776825791,-0.00585574601661309,0.43336685497456,0.0124035149194219,-0.00378659139337456,0.38485448005174,66,66,"donor",0.80307348026436,0.76970896010348
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Sampling_day",0.1770086667531,0.144089013423224,0.0378322261551396,0.168454173705517,0.135192340653738,0.0329073574832039,50,24,"sample (LMM)",0.179103845760784,0.164536787416019
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Viral_load",0.384006501710237,0.296007430525986,0.0158970440166948,0.384006501710237,0.296007430525986,0.0158970440166948,12,4,"sample (LMM)",0.039742610041737,0.039742610041737
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Batch_C19",0.00639110038317954,-0.0432893445976614,0.723600307411447,0.00639110038317954,-0.0432893445976614,0.723600307411447,22,22,"donor",0.804000341568275,0.804000341568275
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"Supplier",0.112172545484617,0.0839875469285731,0.0235694786918145,NA,NA,NA,66,66,"donor",0.100035979861517,NA
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"QC_tss_cutoff",-0.0813981476381282,-0.124654073543653,0.00297771186240914,-0.043777415914315,-0.0855285125508876,0.13308577537193,92,66,"sample (LMM)",0.00595542372481828,0.221809625619883
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"QC_frag_cutoff",-0.0964788701097859,-0.140338024914177,0.32240714789233,-0.131695112087583,-0.176962916571087,0.253773890063417,92,66,"sample (LMM)",0.32240714789233,0.317217362579271
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"QC_nCells",0.00157763273122828,-0.0383592619595228,0.0940498323486831,0.0316702852175178,-0.00706290337378146,0.292202250146198,92,66,"sample (LMM)",0.156749720581138,0.365252812682748
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"QC_meanTSS",-0.0127316090200857,-0.0532408733808891,0.00506130699644126,-0.0765872845034144,-0.119650775883551,0.0851731232351209,92,66,"sample (LMM)",0.0168710233214709,0.195797248506987
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"QC_meanLog10Frags",-0.17890797646437,-0.226064295522945,0.0275275495326649,-0.143189522023396,-0.188917102904331,0.322328002078167,92,66,"sample (LMM)",0.0550550990653298,0.34406150540012
"Harmony","Dim4",4,0.0539085730944396,0.0833701064700394,0.0296234950644101,"QC_meanFRIP",-0.179724294056339,-0.226913265818593,0.00239073652213147,NA,NA,NA,92,66,"sample (LMM)",0.00796912174043824,NA
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Cohort",0.0868044793436049,0.0426175993118439,0.128556025661113,NA,NA,NA,66,66,"donor",0.321390064152782,NA
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Control_status",-0.00185271506368439,-0.0419268236662318,0.892932558558127,-0.00953731851086989,-0.0499188112513047,0.620587910785657,92,66,"sample (LMM)",0.892932558558127,0.699610722619365
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Exposure_group",0.179262125247748,-0.641475749504504,0.0186716339488666,0.240253134338944,-0.234588656699216,0.0368101029196697,92,66,"sample (LMM)",0.0387850916791352,0.0736202058393393
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Age",0.0364138548286956,0.0171421319252695,0.175388332960768,0.0572118562821139,0.0375704366213245,0.0943407971132674,52,52,"donor",0.392834187845187,0.296849510834395
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Sex_observed",0.0985183632531511,0.0804887305182141,0.0234530533211592,0.102138860260925,0.0834334198496945,0.0236732972955235,52,52,"donor",0.117265266605796,0.118366486477618
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Sex_predicted",0.00495327254671997,-0.0105943325697375,0.574430682877767,0.00745224062855348,-0.00881903411524076,0.501118585127105,66,66,"donor",0.80307348026436,0.815566738301016
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Sampling_day",0.0280638487761095,-0.010813597272846,0.430422783471502,0.0292987621166924,-0.00952928739863967,0.436355364376115,50,24,"sample (LMM)",0.614889690673574,0.623364806251593
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Viral_load",0.0915515297740877,-0.0382268231153284,0.277706135335014,0.0915515297740877,-0.0382268231153284,0.277706135335014,12,4,"sample (LMM)",0.30856237259446,0.30856237259446
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Batch_C19",0.602372926880829,0.58249157322487,2.180625815591e-05,0.602372926880829,0.58249157322487,2.180625815591e-05,22,22,"donor",0.0002180625815591,0.0002180625815591
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"Supplier",0.0863057583478733,0.0572995919462186,0.0582408853373615,NA,NA,NA,66,66,"donor",0.145602213343404,NA
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"QC_tss_cutoff",-0.0959186649062958,-0.139755411502548,0.144762913129342,0.0165549654904929,-0.0227828358898874,0.487543030828967,92,66,"sample (LMM)",0.206804161613346,0.696490044041381
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"QC_frag_cutoff",-0.197948991957526,-0.245866951635827,6.32499210430064e-05,-0.44491877001068,-0.502715520811107,3.64658400271573e-05,92,66,"sample (LMM)",0.000316249605215032,0.000182329200135787
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"QC_nCells",0.127607453690279,0.0927117518378896,0.000287154018601407,0.105655221411903,0.069881430268379,0.000908687008815156,92,66,"sample (LMM)",0.000957180062004689,0.00302895669605052
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"QC_meanTSS",-0.0463486018999201,-0.088202545975917,0.0308900731654986,0.00125654352868442,-0.0386931947301681,0.952475804944501,92,66,"sample (LMM)",0.0617801463309972,0.952475804944501
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"QC_meanLog10Frags",0.108068875826852,0.0723916308599258,0.20535309150993,-0.116302196038699,-0.160954283880247,1.61220150082878e-05,92,66,"sample (LMM)",0.2933615592999,4.03050375207196e-05
"Harmony","Dim5",5,0.0397828613807331,0.0245336826402351,0.0877144333209882,"QC_meanFRIP",0.0180027882060389,-0.0212771002657195,0.264024696920851,-0.197885475335434,-0.245800894348851,0.154299860478183,92,66,"sample (LMM)",0.264024696920851,0.173587343037956
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Cohort",0.0431587125831269,-0.00314005938865725,0.430605633269724,NA,NA,NA,66,66,"donor",0.538257041587155,NA
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Control_status",0.132145247610962,0.0974310575154007,0.194187374433169,0.108622473791495,0.0729673727431553,0.336329387490211,92,66,"sample (LMM)",0.388374748866339,0.480470553557444
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Exposure_group",0.356174168852427,-0.287651662295146,0.00351722344970038,0.365170386897367,-0.0315981212917786,0.00180902979742418,92,66,"sample (LMM)",0.0117240781656679,0.0180902979742418
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Age",0.0550050623257884,0.036105163572304,0.0942188293013989,0.0834382911950629,0.06434325559496,0.0419053033377385,52,52,"donor",0.338982374796065,0.296849510834395
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Sex_observed",0.106204138772168,0.088328221547611,0.0183905013961051,0.106472998488045,0.0878578526232126,0.020742324975265,52,52,"donor",0.117265266605796,0.118366486477618
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Sex_predicted",0.0139258918846128,-0.00148151605469016,0.345329663536713,0.0131888243643197,-0.00298840802315059,0.370118319012317,66,66,"donor",0.80307348026436,0.76970896010348
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Sampling_day",0.117808193765907,0.082520521516543,0.0952236542642736,0.118051967454645,0.0827740461528306,0.0924970777632334,50,24,"sample (LMM)",0.238059135660684,0.231242694408083
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Viral_load",0.506509683332751,0.436011066666001,0.0036005553360733,0.506509683332751,0.436011066666001,0.0036005553360733,12,4,"sample (LMM)",0.0233020330303257,0.0233020330303257
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Batch_C19",0.57192608061084,0.550522384641382,4.66378630651988e-05,0.57192608061084,0.550522384641382,4.66378630651988e-05,22,22,"donor",0.000233189315325994,0.000233189315325994
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"Supplier",0.0422640998057363,0.0118597855138549,0.256591142701889,NA,NA,NA,66,66,"donor",0.393184620056159,NA
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"QC_tss_cutoff",-0.0258530232891564,-0.0668871442207228,0.319065417548549,0.00639054128652559,-0.0333538370620134,0.76092051903742,92,66,"sample (LMM)",0.398831771935686,0.76092051903742
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"QC_frag_cutoff",0.204948151909213,0.173146077985582,6.4666220669388e-07,0.195787736043012,0.163619245484732,6.99921872983267e-07,92,66,"sample (LMM)",6.4666220669388e-06,6.99921872983267e-06
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"QC_nCells",-0.110022246216033,-0.154423136064675,0.242682202111702,-0.118529806470797,-0.163270998729629,0.27620581254838,92,66,"sample (LMM)",0.303352752639627,0.365252812682748
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"QC_meanTSS",0.00856515941113921,-0.0310922342124151,0.0438445150531288,0.0247909509878606,-0.014217410972625,0.266541484938951,92,66,"sample (LMM)",0.0677360357985821,0.371269990106917
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"QC_meanLog10Frags",0.403862829997499,0.380017343197399,0.000221333230575659,0.49532061215892,0.475133436645277,1.48274119897758e-13,92,66,"sample (LMM)",0.00141706501960225,1.48274119897758e-12
"Harmony","Dim6",6,0.0989527432364532,0.0296777722670554,0.478360227465594,"QC_meanFRIP",0.0963248116838406,0.0601778041511942,0.0852056770790885,0.121148588216437,0.0859945317450946,3.68830843885087e-08,92,66,"sample (LMM)",0.105776662609341,3.31947759496579e-07
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Cohort",0.0140084751345801,-0.0337007921976178,0.829850137601409,NA,NA,NA,66,66,"donor",0.92205570844601,NA
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Control_status",0.0295319907861513,-0.00928672958240262,0.382865358428449,0.0319949391537553,-0.00672526328009448,0.320489361440068,92,66,"sample (LMM)",0.531910020178916,0.480470553557444
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Exposure_group",0.147335249475961,-0.705329501048078,0.374985075606961,0.177204758703603,-0.337042267106645,0.241940995689093,92,66,"sample (LMM)",0.374985075606961,0.241940995689093
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Age",0.00132813193160086,-0.0186453054297673,0.797568685056575,0.00211735176708201,-0.0186718700711039,0.751007239518812,52,52,"donor",0.797568685056575,0.834452488354235
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Sex_observed",0.00564655747898804,-0.0142405113714323,0.596496577882559,0.00538948992493868,-0.0153315623682917,0.612390495605092,52,52,"donor",0.852137968403656,0.775485579195205
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Sex_predicted",0.00113423222847398,-0.014473045392956,0.788350795079081,0.000182965737332984,-0.0162074774473009,0.916202859096116,66,66,"donor",0.80307348026436,0.916202859096116
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Sampling_day",0.0215393465755768,-0.0175990795614001,0.548980204015964,0.021487599814657,-0.0176528961927567,0.537631862530884,50,24,"sample (LMM)",0.646611965881878,0.667101542889173
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Viral_load",0.486870328617875,0.413566089849,0.00466040660606514,0.486870328617875,0.413566089849,0.00466040660606514,12,4,"sample (LMM)",0.0233020330303257,0.0233020330303257
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Batch_C19",0.0424009990586582,-0.00547895098840878,0.357909321925023,0.0424009990586582,-0.00547895098840878,0.357909321925023,22,22,"donor",0.702923725810823,0.702923725810823
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"Supplier",0.012684383566577,-0.0186589693360713,0.668904625992799,NA,NA,NA,66,66,"donor",0.743227362214221,NA
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"QC_tss_cutoff",-0.0264475542006438,-0.0675054563686697,0.528496513235507,-0.0350223701820306,-0.076423264989312,0.620833693086135,92,66,"sample (LMM)",0.587218348039452,0.76092051903742
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"QC_frag_cutoff",0.0294008914676576,-0.0094230728736362,0.000328808616606753,0.00672276429429798,-0.0330083251339301,0.000374036500644961,92,66,"sample (LMM)",0.00109602872202251,0.0012467883354832
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"QC_nCells",0.0040611952539346,-0.035776356935908,0.771810091900309,-0.00545081890525231,-0.0456688516614623,0.908984970871505,92,66,"sample (LMM)",0.857566768778121,0.943687971677725
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"QC_meanTSS",0.0190879255453571,-0.0201485574328286,0.697212439869672,0.129712531185259,0.0949010324326696,0.297015992085534,92,66,"sample (LMM)",0.77468048874408,0.371269990106917
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"QC_meanLog10Frags",0.443692887204971,0.42144060269317,0.000283413003920451,0.55071633241454,0.532744985711121,2.52917019803408e-07,92,66,"sample (LMM)",0.00141706501960225,1.26458509901704e-06
"Harmony","Dim7",7,0.016926935855525,0.0195312668384607,0.208175521152713,"QC_meanFRIP",0.0364544368142568,-0.00208738571317291,0.0316962389228757,-0.347912129659983,-0.401828614846383,0.000185427108063015,92,66,"sample (LMM)",0.0528270648714594,0.000417210993141783
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Cohort",0.0451232055432961,-0.00108051031751222,0.409607042436768,NA,NA,NA,66,66,"donor",0.538257041587155,NA
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Control_status",0.0664887807451685,0.0291483319749752,0.142757839771054,0.0546304326211587,0.0168156499260051,0.0761564584100142,92,66,"sample (LMM)",0.388374748866339,0.190391146025035
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Exposure_group",0.0241539457290154,-0.951692108541969,0.103498357872828,0.0567110738819273,-0.532844504941868,0.090663340932366,92,66,"sample (LMM)",0.114998175414254,0.113644717020113
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Age",0.052673237125532,0.0337267018680426,0.10169471243882,0.0499437878558795,0.0301509501028772,0.118739804333758,52,52,"donor",0.338982374796065,0.296849510834395
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Sex_observed",4.06586247152187e-05,-0.0199585282027905,0.964216004356045,0.000414186380115522,-0.0204105180702987,0.888437224902858,52,52,"donor",0.964216004356045,0.888437224902858
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Sex_predicted",0.0034969006416188,-0.0120734602858559,0.637179635502031,0.00190656554792884,-0.014455621902105,0.734010064470914,66,66,"donor",0.80307348026436,0.815566738301016
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Sampling_day",0.205615631774213,0.173840257045181,0.0197006188925916,0.20969939365996,0.178087369406358,0.0201317160206521,50,24,"sample (LMM)",0.179103845760784,0.164536787416019
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Viral_load",0.266691268741301,0.161932878561487,0.0313222635114921,0.266691268741301,0.161932878561487,0.0313222635114921,12,4,"sample (LMM)",0.0522037725191535,0.0522037725191535
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Batch_C19",0.0189327895135938,-0.0301205710107264,0.541445863189536,0.0189327895135938,-0.0301205710107264,0.541445863189536,22,22,"donor",0.702923725810823,0.702923725810823
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"Supplier",0.0449901912195959,0.0146724195122814,0.234556090273155,NA,NA,NA,66,66,"donor",0.393184620056159,NA
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"QC_tss_cutoff",0.0654414742734853,0.0280591332444247,0.000237750441675962,0.047030494155833,0.00891171392206624,0.000348796738307954,92,66,"sample (LMM)",0.000792501472253207,0.000941848910421582
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"QC_frag_cutoff",0.278563568619958,0.249706111364757,0.00649626047995267,0.280997400988461,0.252237297027999,0.00667340500489313,92,66,"sample (LMM)",0.0108271007999211,0.0111223416748219
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"QC_nCells",-0.0114661509562565,-0.0519247969945065,0.145459683635344,0.0108381717157488,-0.0287283014156212,0.287435450176056,92,66,"sample (LMM)",0.207799548050491,0.365252812682748
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"QC_meanTSS",-0.000162263870372789,-0.0401687544251879,0.0474152250590075,0.00042794200672816,-0.0395549403130027,0.119881564121788,92,66,"sample (LMM)",0.0677360357985821,0.199802606869647
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"QC_meanLog10Frags",0.443608747969814,0.421353097888606,0.000436871057305867,0.487408497261836,0.46690483715231,0.000601756997990839,92,66,"sample (LMM)",0.00145623685768622,0.00120351399598168
"Harmony","Dim8",8,0.021762024592168,0.0152890552446057,0.117520058648744,"QC_meanFRIP",0.211276628201736,0.179727693329805,5.33164900017541e-05,0.192466986965207,0.160165666443815,2.41527473111387e-06,92,66,"sample (LMM)",0.00026658245000877,1.08687362900124e-05
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Cohort",0.105753659128225,0.062483674892494,0.0723780041035927,NA,NA,NA,66,66,"donor",0.241260013678642,NA
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Control_status",0.049592294175246,0.011575985942256,0.0394044624047806,-0.0755035042073427,-0.118523644375636,0.00339709331791151,92,66,"sample (LMM)",0.197022312023903,0.0169854665895575
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Exposure_group",0.165738869626898,-0.668522260746204,0.0033481671952499,0.257269555840571,-0.206936971759073,0.0114528449644654,92,66,"sample (LMM)",0.0117240781656679,0.0286321124111634
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Age",0.0184426623832204,-0.00118848436911523,0.337082363064247,0.0106612008052793,-0.00995002417794399,0.475503224180038,52,52,"donor",0.561803938440411,0.683368757276833
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Sex_observed",0.00109115744808336,-0.0188870194029549,0.816169163536581,0.0037152690962593,-0.0170406627975686,0.674125402962199,52,52,"donor",0.915644075415477,0.775485579195205
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Sex_predicted",0.0217435223002804,0.00645826483622225,0.237392928586276,0.0236515203187691,0.00764580753710964,0.228819630641406,66,66,"donor",0.791309761954254,0.762732102138019
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Sampling_day",0.146974025062565,0.112852986065068,0.0537311537282351,0.156610958268867,0.122875396599622,0.0580653899657846,50,24,"sample (LMM)",0.179103845760784,0.193551299885949
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Viral_load",-0.0328969962370512,-0.180453709985201,0.609085998836737,-0.0328969962370512,-0.180453709985201,0.609085998836737,12,4,"sample (LMM)",0.609085998836737,0.609085998836737
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Batch_C19",0.317496527576772,0.28337135395561,0.00631809947504303,0.317496527576772,0.28337135395561,0.00631809947504303,22,22,"donor",0.0157952486876076,0.0157952486876076
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"Supplier",0.105336740794601,0.0769347325658585,0.0300107939584552,NA,NA,NA,66,66,"donor",0.100035979861517,NA
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"QC_tss_cutoff",-0.0391876834614484,-0.0807551907999065,6.98900982429245e-06,0.0724555158690589,0.0353537365038212,0.000376739564168633,92,66,"sample (LMM)",3.49450491214622e-05,0.000941848910421582
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"QC_frag_cutoff",0.179129599333239,0.146294783306568,0.00104331207816604,0.139625994383011,0.105211034158332,0.000833187193642309,92,66,"sample (LMM)",0.00260828019541509,0.00208296798410577
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"QC_nCells",0.0685262364567495,0.0312672859150195,8.76282559531123e-08,-0.100119611472524,-0.144124395931425,1.95419386336094e-07,92,66,"sample (LMM)",8.76282559531123e-07,1.95419386336094e-06
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"QC_meanTSS",-0.069901347674136,-0.112697401581101,0.000319590787100073,-0.0210651445126391,-0.0619077502931447,0.00866900774689287,92,66,"sample (LMM)",0.00159795393550036,0.0288966924896429
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"QC_meanLog10Frags",0.151058831831809,0.117101185105081,0.172551969640626,0.0755278289816983,0.0385489421409662,4.5107199806308e-06,92,66,"sample (LMM)",0.28758661606771,1.50357332687693e-05
"Harmony","Dim9",9,0.00945621699508323,0.011181171685002,0.201514272790199,"QC_meanFRIP",-0.0316943630983371,-0.0729621376222704,0.0795425866579946,-0.0230951316732881,-0.0640189369402195,0.589243165369408,92,66,"sample (LMM)",0.105776662609341,0.589243165369408
"Harmony","Dim10",10,0.00535467705322116,0.00660256670130786,0.080956632209596,"Cohort",0.00488094369093768,-0.0432699783885331,0.958936151216917,NA,NA,NA,66,66,"donor",0.958936151216917,NA
