"motif","zdiff","p","donors_consistent","padj","mlog10padj","robust","group"
"ATF2_114",-0.1692,1.537e-14,2,4.022e-14,13.4,FALSE,"NO"
"POU2F2_609",0.1689,2.708e-07,4,4.893e-07,6.31,TRUE,"NO"
"HOXB6_427",0.1683,2.866e-07,4,5.167e-07,6.287,TRUE,"NO"
"TCF3_21",-0.1682,0.001338,1,0.00189,2.723,FALSE,"NO"
"BHLHE23_45",0.1681,7.149e-08,4,1.325e-07,6.878,TRUE,"NO"
"SOX12_768",0.1674,2.206e-09,3,4.459e-09,8.351,FALSE,"NO"
"NEUROG1_87",0.1673,1.17e-06,4,2.009e-06,5.697,TRUE,"NO"
"POU5F1_621",0.1668,2.237e-09,4,4.511e-09,8.346,TRUE,"NO"
"HEY1_68",-0.1665,1.649e-08,4,3.212e-08,7.493,TRUE,"NO"
"ENSG00000235187_346",-0.1662,8.018e-11,2,1.737e-10,9.76,FALSE,"NO"
"GSC2_402",-0.1643,7.043e-09,4,1.391e-08,7.857,TRUE,"NO"
"MNX1_466",-0.1643,6.933e-08,4,1.29e-07,6.889,TRUE,"NO"
"YY1_173",-0.1642,2.884e-06,3,4.895e-06,5.31,FALSE,"NO"
"SIX2_528",-0.1639,2.815e-08,4,5.353e-08,7.271,TRUE,"NO"
"E2F5_315",0.1637,3.699e-07,3,6.642e-07,6.178,FALSE,"NO"
"HIVEP2_160",-0.1634,4.236e-07,3,7.559e-07,6.122,FALSE,"NO"
"FERD3L_58",0.1634,0.0001764,3,0.000268,3.572,FALSE,"NO"
"HOXD9_462",-0.1631,6.97e-08,4,1.294e-07,6.888,TRUE,"NO"
"LEF1_760",0.1626,4.519e-07,4,8.031e-07,6.095,TRUE,"NO"
"TFAP2E_4",-0.1625,1.873e-08,4,3.609e-08,7.443,TRUE,"NO"
"NKX28_475",0.1622,1.741e-07,4,3.178e-07,6.498,TRUE,"NO"
"ZNF238_260",0.1622,9.259e-06,4,1.533e-05,4.815,TRUE,"NO"
"ZBTB42_261",0.1622,9.259e-06,4,1.533e-05,4.815,TRUE,"NO"
"SIX4_407",-0.1614,3.511e-08,4,6.662e-08,7.176,TRUE,"NO"
"ZNF187_849",-0.1601,7.869e-09,4,1.551e-08,7.809,TRUE,"NO"
"CEBPE_107",-0.16,1.754e-07,4,3.195e-07,6.496,TRUE,"NO"
"HOXA9_405",-0.16,9.053e-09,4,1.78e-08,7.75,TRUE,"NO"
"TAL1_62",0.1599,7.974e-07,4,1.389e-06,5.857,TRUE,"NO"
"TAL2_822",0.1599,7.974e-07,4,1.389e-06,5.857,TRUE,"NO"
"NR2F6_687",-0.1591,7.08e-07,4,1.243e-06,5.906,TRUE,"NO"
"RARG_690",-0.1591,4.184e-07,4,7.481e-07,6.126,TRUE,"NO"
"GCM2_389",-0.1588,4.043e-07,3,7.245e-07,6.14,FALSE,"NO"
"OTX2_515",-0.1586,5.149e-08,4,9.623e-08,7.017,TRUE,"NO"
"NKX62_862",-0.1585,9.011e-08,4,1.663e-07,6.779,TRUE,"NO"
"LBX1_481",-0.158,4.378e-07,4,7.795e-07,6.108,TRUE,"NO"
"SOX5_758",0.1579,1.783e-08,4,3.458e-08,7.461,TRUE,"NO"
"SOX6_868",0.1579,1.783e-08,4,3.458e-08,7.461,TRUE,"NO"
"DMBX1_560",-0.1577,6.332e-09,4,1.256e-08,7.901,TRUE,"NO"
"VTN_430",-0.1575,8.146e-07,4,1.416e-06,5.849,TRUE,"NO"
"NR3C1_666",0.157,9.97e-07,3,1.722e-06,5.764,FALSE,"NO"
"CREB3L1_131",0.1562,1.61e-08,4,3.145e-08,7.502,TRUE,"NO"
"THRA_672",-0.1549,1.54e-06,4,2.63e-06,5.58,TRUE,"NO"
"ZNF350_817",-0.1544,4.651e-07,3,8.248e-07,6.084,FALSE,"NO"
"RXRB_698",-0.1532,3.391e-07,4,6.101e-07,6.215,TRUE,"NO"
"ELF4_323",-0.15,2.869e-09,3,5.745e-09,8.241,FALSE,"NO"
"GATA2_388",0.1487,1.139e-06,4,1.961e-06,5.708,TRUE,"NO"
"OTX1_437",-0.1484,4.498e-08,4,8.498e-08,7.071,TRUE,"NO"
"SPIC_344",0.1481,5.716e-07,4,1.01e-06,5.996,TRUE,"NO"
"ATF4_122",-0.1475,5.305e-07,2,9.389e-07,6.027,FALSE,"NO"
"HIC2_236",-0.1474,4.606e-05,3,7.278e-05,4.138,FALSE,"NO"
"VAX2_439",-0.1473,6.1e-07,4,1.073e-06,5.969,TRUE,"NO"
"VAX1_489",-0.1473,6.1e-07,4,1.073e-06,5.969,TRUE,"NO"
"ZNF274_244",0.1472,4.163e-06,4,7.025e-06,5.153,TRUE,"NO"
"MGA_103",0.1472,0.02096,3,0.02698,1.569,FALSE,"NO"
"HMX2_558",-0.1465,7.741e-07,3,1.356e-06,5.868,FALSE,"NO"
"PPARD_664",-0.1456,1.78e-05,4,2.886e-05,4.54,TRUE,"NO"
"ZNF691_224",-0.1451,2.459e-05,3,3.943e-05,4.404,FALSE,"NO"
"TBX5_781",0.1448,0.001745,4,0.00243,2.614,TRUE,"NO"
"TBX4_784",0.1448,0.001745,4,0.00243,2.614,TRUE,"NO"
"TFCP2_392",0.1445,1.503e-05,4,2.465e-05,4.608,TRUE,"NO"
"IRX5_539",0.1423,1.106e-06,4,1.907e-06,5.72,TRUE,"NO"
