"Cell_Type","Condition","Residuals","Motif"
0.262862252198582,0.00524606497980957,0.731891682821609,"fox_8"
0.354287059609199,0.0114567458961686,0.634256194494632,"fox_9"
0.688829953304503,0.00683290229991814,0.304337144395579,"gata"
0.442176932231324,0.0355232598621857,0.52229980790649,"gc_tract"
0.139286949875869,0.0268610189373175,0.833852031186813,"gcm"
0.16412592143488,0.00141738598252708,0.834456692582593,"gfi"
0.359347507566167,0.0180062919564978,0.622646200477335,"gli"
0.0784809030444357,0.0171780457320628,0.904341051223502,"glis"
0.431346308947185,0.0406451896074304,0.528008501445385,"gmeb2_1"
0.199000488791073,0.0871182144348126,0.713881296774114,"gmeb2_2"
0.228015708566007,1.19102826625148e-20,0.771984291433993,"gmeb2_3"
0.154844371297288,0,0.845155628702712,"grhl"
0.484835776548032,0.0318433162889571,0.48332090716301,"hand1"
0.0960929369074164,2.48053480205527e-13,0.903907063092335,"hd_1"
0.152650399428661,1.06154802972517e-13,0.847349600571232,"hd_10"
0.303362020224922,0,0.696637979775078,"hd_11"
0.110751348865425,0.0591336260366402,0.830115025097935,"hd_12"
0,0.00905056908029735,0.990949430919703,"hd_13"
0.0813552083589503,1.86319821202398e-10,0.91864479145473,"hd_14"
0.195066994413135,0.0137615153380443,0.791171490248821,"hd_15"
0.200222067299477,0.0336568662510801,0.766121066449443,"hd_16"
0.420129547964551,0.0250613691642704,0.554809082871179,"hd_17"
0.545004381265872,0.0102818188275125,0.444713799906615,"hd_18"
0.328941697202343,0.0286190818598235,0.642439220937834,"hd_19"
0.206105061961717,7.59307387375802e-12,0.79389493803069,"hd_2"
0.254420424103143,0.046640159113308,0.698939416783549,"hd_20"
0.0945207654344056,0,0.905479234565594,"hd_21"
0.304603257998617,0.0485196321566657,0.646877109844718,"hd_22"
0.0214272806626688,0,0.978572719337331,"hd_23"
0.490191997651821,0.0271880675130117,0.482619934835167,"hd_24"
0.249992539384046,0.0222926252736365,0.727714835342317,"hd_25"
0.0283438578911807,1.93843314864877e-17,0.971656142108819,"hd_3"
0.396496614436337,0,0.603503385563663,"hd_4"
0.249987120076041,1.25237071476634e-12,0.750012879922707,"hd_5"
0.472314284118265,0.0142199965817916,0.513465719299943,"hd_6"
0.102222104721424,0.0293183781698715,0.868459517108705,"hd_7"
0.0711286447246585,0,0.928871355275341,"hd_8"
0.0439789639287982,0,0.956021036071202,"hd_9"
0.0151872692435141,0,0.984812730756486,"hen1"
0.145333052368688,0.0742986288812475,0.780368318750065,"hic_1"
0.161710182935969,0.0107253501754042,0.827564466888627,"hic_2"
0.433132836508666,0.0184761217171313,0.548391041774203,"hif"
0.537268315527598,0.0158906090795529,0.446841075392849,"hinfp1_1"
0,0,1,"hinfp1_2"
0.0666775062597993,0.00368289379840462,0.929639599941796,"hinfp1_3"
0.0173557358538385,1.74117557184793e-14,0.982644264146144,"hltf"
0.421719208872898,0.00571228752671411,0.572568503600388,"homez"
0.11033250516612,1.68900873371522e-12,0.889667494832191,"hsf"
0.4690009028287,0.0160853219308052,0.514913775240495,"hsfy2"
0.116786014164278,0.0409261864069068,0.842287799428815,"insm1"
0.666860806954067,0.0182561795009237,0.314883013545009,"irf_1"
0.770175094187853,0.0117923085559904,0.218032597256156,"irf_2"
0.690605680714421,0.00923124268484815,0.300163076600731,"irf_3"
0.195302838026125,0.00781980866129675,0.796877353312578,"irf_4"
0.470006658197218,0.0500499006623164,0.479943441140466,"kaiso"
0.267090988834764,0.10152234058799,0.631386670577245,"klf_sp_1"
0.510972245074305,0.00740865584090459,0.481619099084791,"klf_sp_2"
0.194555533858824,0.0529874288419702,0.752457037299206,"klf_sp_3"
0.107654859768961,0.0122219460018545,0.880123194229185,"lef1"
0.338342802627509,0.0221381793552305,0.63951901801726,"lin54"
0.538327150565821,0.015022825633151,0.446650023801028,"maf"
0.141804535578357,0.0366019940524051,0.821593470369238,"mbd2"
0.203188854983391,0.00216128876462413,0.794649856251985,"mecp2"
0.71705864397432,0.0275602400267186,0.255381115998961,"mef2"
0.0784554257589761,0.00113306640558611,0.920411507835438,"mfz1"
0.228568090174007,0.00838471939027178,0.763047190435722,"mies"
0.322107526886587,0,0.677892473113413,"mtf1"
0.392117130594847,0,0.607882869405153,"myb_1"
0.330711738620892,0.0250779936852971,0.644210267693811,"myb_2"
0.38673187547134,0.00530892722595978,0.607959197302701,"myb_3"
0.473418677148144,0.0258504868245302,0.500730836027326,"myb_4"
0.204604964795585,0.0334585471307154,0.7619364880737,"myb_5"
0.49053781162363,0.0110477443874073,0.498414443988963,"mzf1"
0.52099185994303,0,0.47900814005697,"nfac_2"
0.31302091828413,0,0.68697908171587,"nfat_1"
0.271565625048624,0.0355803702940932,0.692854004657283,"nfat_2"
0.0219931672706718,0.00311180974148503,0.974895022987843,"nfat_3"
0.0183907949300701,0.01635861586208,0.96525058920785,"nfat_4"
0.570057054903775,0.0170023068525394,0.412940638243686,"nfi_1"
0.488911396773109,0.0177767090694984,0.493311894157392,"nfi_2"
0.681971493084048,0.028018066562128,0.290010440353824,"nfi_3"
0.56182482010985,0.0583339034952825,0.379841276394868,"nfkb_1"
0.345163761498401,0.0329955751720572,0.621840663329541,"nfkb_2"
0.604782128217257,0.00858239042060569,0.386635481362138,"nfkb_3"
0.34118783662925,0.17440434195226,0.48440782141849,"nfy"
0.540072149564239,0.0258990458495837,0.434028804586177,"nr_1"
0.121574823601995,6.12725325012916e-18,0.878425176398005,"nr_10"
0.531210425235899,0.0573401269229514,0.41144944784115,"nr_11"
0.628222029241194,0.0294797476747724,0.342298223084034,"nr_12"
0.304495074826591,0.00293732876840629,0.692567596405003,"nr_13"
0.118663838174381,0,0.881336161825619,"nr_14"
0.379051472542023,0.0287190327049287,0.592229494753048,"nr_15"
0.603240502066872,0.0303564902603564,0.366403007672771,"nr_16"
0.368054197535705,0.0600880804890045,0.571857721975291,"nr_17"
0.0886298182910519,0.0230502657339188,0.888319915975029,"nr_18"
0.461432118375193,0.0180028394368787,0.520565042187928,"nr_19"
0.165742524879853,0,0.834257475120147,"nr_2"
0.213089415985562,0.0298925967988163,0.757017987215622,"nr_20"
0.564227426557561,0.0286716701154568,0.407100903326983,"nr_3"
0.0885240230615896,0.00778822269949268,0.903687754238918,"nr_4"
0.046403770789371,1.57045910090541e-12,0.953596229209059,"nr_5"
0.1574849589589,0,0.8425150410411,"nr_6"
0.481450274994975,0.034468075618514,0.484081649386511,"nr_7"
0.060931192316431,0.0195311171814057,0.919537690502163,"nr_8"
0.157647187047325,0.000883198035504459,0.841469614917171,"nr_9"
0.0717692917253081,0.0189073996679027,0.909323308606789,"nr2e3"
0.769515454829323,0.00826534927587533,0.222219195894802,"nrf1"
0.123787797139419,0.0107032543607357,0.865508948499845,"oct4sox2"
0.101290690542045,0.0703789413874373,0.828330368070518,"osr2"
0.088250556698323,0.0354138471953492,0.876335596106328,"ovol1"
0.521225582249654,0.0371480564140398,0.441626361336307,"p53_like_1"
0.0369949565262806,0,0.963005043473719,"p53_like_2"
0.0874088680876572,0.0185292558668514,0.894061876045491,"p53_like_3"
0.0623469162257499,0.0135968443161456,0.924056239458104,"pax_halfsite"
0.757831778702838,0.0138019961307639,0.228366225166398,"pax_1"
0.594880838918393,0.0158093726885432,0.389309788393064,"pax_2"
0.249379525422699,0.0968272031234346,0.653793271453867,"plag1"
0.796122940096733,0.0105546040905144,0.193322455812752,"pou_1"
0.100733725234546,1.82480091725517e-15,0.899266274765453,"pou_2"
0.226788797735024,0.0283471871675709,0.744864015097405,"pou_3"
0.323105722327891,0.00172081184455355,0.675173465827555,"prdm1"
0.139775716994218,1.71202229535289e-13,0.860224283005611,"prdm14"
0.534896698706911,0.053520343599949,0.41158295769314,"prdm16"
0.0751202820138347,8.51393686241261e-13,0.924879717985314,"prdm4"
0.357636701676818,0.069456721929822,0.57290657639336,"prdm5"
0.0225445024002709,0,0.977455497599729,"prdm9"
0.161569528997874,0.0133176170713303,0.825112853930796,"prox1"
0.454231025927022,0.016774598938576,0.528994375134402,"rbpj"
0.403225084866199,0.0204218739513589,0.576353041182443,"rel_halfsite"
0.20842442682057,0.0410378231367929,0.750537750042637,"rest_nrsf"
0.309210800645402,0.0783405134203215,0.612448685934277,"rfx_1"
0.380948223050402,0.0426311859970849,0.576420590952513,"rfx_2"
1.52747050359857e-11,0.0428401937377692,0.957159806246956,"rfx_3"
0.827484487707302,0.00471546883052047,0.167800043462177,"runx_1"
0.678009856910015,0.0143640627573172,0.307626080332668,"runx_2"
0.141726918966572,0,0.858273081033428,"scrt1"
0.128000132083355,0,0.871999867916645,"six_1"
0.151703452287458,0.00576347574065106,0.842533071971891,"six_2"
0.438806083995988,0.0263940628418986,0.534799853162113,"smad"
0.154665564129134,0.0516302162323104,0.793704219638555,"smad_1"
0.0948687054799513,0,0.905131294520049,"smad_2"
0.36105548320439,0,0.63894451679561,"smarca1"
0.157916735986694,0.00285164940168548,0.83923161461162,"smarca5"
0.540707439898094,0.018723316522031,0.440569243579875,"snai2"
0.312662483405356,0.00188743159560433,0.685450084999039,"sox_1"
0.390116399380713,0.0172936451408815,0.592589955478406,"sox_2"
0.0764347319670006,0.00577908291370625,0.917786185119293,"sox_3"
0.0518111018757143,0,0.948188898124286,"sox_4"
0.0860396842923934,0,0.913960315707607,"sox_5"
0.0844383795726628,0.00234707834247048,0.913214542084867,"sox_6"
0.16806287850274,0,0.83193712149726,"sox_7"
0.039014914674039,0,0.960985085325961,"sox_8"
0.203535322115089,0,0.796464677884911,"spdef_1"
0.123898941288899,0.00384169052452267,0.872259368186579,"spdef_2"
0.833272716456925,0.00779205258178567,0.158935230961289,"spi"
0.0635314534034119,0.00301208187711329,0.933456464719475,"spz1"
0.189455327875613,0.0443986716358607,0.766146000488526,"srebf1"
0.501112396801027,0.0116478499608463,0.487239753238126,"srf"
0.300849928134635,0,0.699150071865365,"stat_1"
0.287566210998774,0.0092760115941433,0.703157777407082,"stat_2"
0.422435541608555,0.0276299976727384,0.549934460718707,"tata"
0.315031684323402,0.0183044453014777,0.66666387037512,"tbx_1"
0.539558003486691,0.0397637934486536,0.420678203064655,"tbx_2"
0.429954403201779,0,0.570045596798221,"tbx_3"
0.775946209723732,0.000539072386023099,0.223514717890245,"tbx_4"
0.740510756266297,0,0.259489243733703,"tcf_lef"
0.383756153704038,0.0393533664722253,0.576890479823736,"tead"
0.44146322185377,0.0281032884677212,0.530433489678508,"tfap2_1"
0.246706730738927,0.0121019036267079,0.741191365634365,"tfap2_2"
0.01824332613776,0,0.98175667386224,"tfcp2"
0.154836466899152,0.0111440851700673,0.83401944793078,"thap1"
0.537021281493238,0.0983430784922348,0.364635640014528,"yy1"
0.127907951864772,0.00362586232993645,0.868466185805292,"zbed1"
0.52242527527979,0.0419051910934913,0.435669533626719,"zbtb14"
0.233287002464578,0.0615726723285963,0.705140325206826,"zbtb48"
0.0198327420269656,0,0.980167257973034,"zbtb49"
0.0549281265518781,2.26584252199455e-12,0.945071873445856,"zbtb6"
0.279229327766343,0.0793339512014309,0.641436721032226,"zbtb7a"
0.541479748449532,0.123388553517288,0.33513169803318,"zfn121"
0.354451886493983,0.0202950478860774,0.625253065619939,"zfx"
0.379330998555838,0.100686322986649,0.519982678457513,"zic"
0.0195625692503811,0.0836307301477238,0.896806700601895,"zic_2"
0.24955287571973,0.0230619309428305,0.72738519333744,"zim3"
0.231756480243161,0.0867283298627473,0.681515189894092,"zkscan1"
0.0120558857768871,3.30420140465335e-10,0.987944113892693,"znf134"
0.00560233432907694,2.39252995271026e-19,0.994397665670923,"znf136"
0.253239789403727,0.000818155463038703,0.745942055133234,"znf140"
0.0748597769519177,0.0297655307816436,0.895374692266439,"znf143"
0.429692883940001,0.0908267801681774,0.479480335891821,"znf143_1"
0.498659886939197,0,0.501340113060803,"znf146"
0.121712611664256,0,0.878287388335744,"znf232"
0.10811274554268,0.0154227866149777,0.876464467842342,"znf24"
0.0579095643240038,0.00415775283886009,0.937932682837136,"znf250"
0.270442543475192,0.0147170589869344,0.714840397537873,"znf257"
0.0797078947256153,0.0261697186427566,0.894122386631628,"znf274"
0.301309823827497,0,0.698690176172503,"znf28"
0.12226854690766,0.0201053375676153,0.857626115524724,"znf282"
0.0342161587854081,0.0263623652077835,0.939421476006808,"znf306"
0.00127804443732886,4.55655966311926e-12,0.998721955558115,"znf317"
0.277620991209256,0.105746115638712,0.616632893152032,"znf320"
0.14899326462462,0.0300224304361886,0.820984304939192,"znf324"
0.270456935805875,0.00105607205589721,0.728486992138228,"znf329"
0.17972259901917,0.00335070845458652,0.816926692526243,"znf331"
0.228805558374108,0.0930732263299392,0.678121215295952,"znf332"
0.266062840469096,0.0174742314647062,0.716462928066198,"znf335"
0.0987108209430432,1.39092376075782e-14,0.901289179056943,"znf354"
0.222266106704596,0,0.777733893295404,"znf382"
0.496741977325629,0.00931967270666878,0.493938349967702,"znf384_1"
0.553452570401513,0.0349573086180521,0.411590120980435,"znf384_2"
0.465208316875521,0.0174233134602949,0.517368369664184,"znf41"
0.0191619901426217,0.000562972136816874,0.980275037720561,"znf410"
0.0577912177177323,2.11060774439282e-09,0.94220878017166,"znf418"
0.295906607922117,0.0253702682139967,0.678723123863886,"znf423"
0.137216063115108,0.0242726208005914,0.838511316084301,"znf431"
0.0626545878693631,0.0050150070869823,0.932330405043655,"znf435"
0.399407671716733,0.0247298015139138,0.575862526769353,"znf436"
0.42993627582385,0.0348512037351426,0.535212520441007,"znf449"
0.0274181947607548,0,0.972581805239245,"znf490"
0.261823485473054,0.0376124984447356,0.70056401608221,"znf524"
0.490938728922599,0.0139477860319703,0.49511348504543,"znf528"
0.167755239362808,3.87294540346327e-18,0.832244760637192,"znf53"
0.111070029539214,0.00818399105955545,0.88074597940123,"znf547"
0.467413283741738,0.00975917738822362,0.522827538870039,"znf549"
0.0848798720470614,0,0.915120127952939,"znf554"
0.129253585676895,0.0517045866405972,0.819041827682508,"znf563"
0.456140909228667,0.0696211537320078,0.474237937039325,"znf57"
0.0952953830482741,0.000508380163847861,0.904196236787878,"znf586"
0.137136956932561,0,0.862863043067439,"znf652"
0.0542467930615301,0.00603401372253291,0.939719193215937,"znf667"
0.0735017725543082,0,0.926498227445692,"znf680"
0.0348841843898334,0.0150877966284995,0.950028018981667,"znf708"
0.113381249251569,5.88120051549569e-21,0.886618750748431,"znf713"
0.422537265999889,0.040325858501386,0.537136875498725,"znf768"
0.380199212187209,0.00451725391506763,0.615283533897723,"znf784"
0.0910291702008321,0.0061780426461565,0.902792787153011,"znf85"
0.426373568191517,0.00148106630807239,0.57214536550041,"znf85_1"
0.404651089459642,0.0512708007505526,0.544078109789806,"zscan3"
0.147145586751341,0.00496785755430967,0.847886555694349,"zscan4"
